,title,url,intro,paragraphs
43,Writing to Win: How to Quickly Capture Readers and Keep Them Engaged,https://www.gsb.stanford.edu/insights/writing-win-how-quickly-capture-readers-keep-them-engaged,"In this episode, we discuss how to write simply, succinctly, and with relevance. “The reader is impatient,” says Glenn Kramon, Stanford GSB lecturer in management and editor at the New York Times. “Start with the most important conclusion and then explain how you got there.” On the latest episode of Think Fast, Talk Smart, lecturer and podcast host Matt Abrahams sits down with Glenn Kramon to talk about just how important our writing is — from a lengthy report to the opening line of an email. Listen as they discuss tips on improving your writing skills and share examples of what not to do.  ",
44,Quick Thinks: All Effective Communication Must Start With This,https://www.gsb.stanford.edu/insights/quick-thinks-all-effective-communication-must-start,"Hint: it’s not just about what you want to say. As we look back on more than twenty interviews with Think Fast, Talk Smart guests, we’ve heard one piece of advice over and over again: know your audience. This wisdom echoes what research clearly shows: content that is relevant and meaningful to an audience is more likely to be heard, retained, and acted upon. The word communicate comes from the Latin for “to make common,” yet many of us start our message from the wrong place. As lecturer and podcast host Matt Abrahams shares in this Quick Thinks episode, taking time to tailor our message to the needs of the listener ensures that our communication will be more engaging and successful.  ",
45,"Feelings First: How Emotion Shapes Our Communication, Decisions, and Experiences",https://www.gsb.stanford.edu/insights/feelings-first-how-emotion-shapes-communication-decisions-experiences,"In this episode, we discuss how recognizing your audience’s emotional needs can help you achieve your communication goals. “Something like 90 to 95% of our decisions and behaviors are constantly being shaped non-consciously by the emotional brain system.” In this episode of Think Fast, Talk Smart, Professor of Marketing Baba Shiv sits down with lecturer and host Matt Abrahams to share his research on how emotions affect our, and our audience’s, decision making. “You’ve got to pay careful attention to the audience that you’re talking to and allow the person to talk,” Shiv says. “Allow the person to talk because then, the person has ownership of the idea.”  ",
46,Look Within: How to Lead with Self Awareness and Vulnerability ,https://www.gsb.stanford.edu/insights/look-within-how-lead-self-awareness-vulnerability,"In this podcast episode, we explore how good leaders can self reflect and better communicate to advance social justice. “Effective is being able to achieve your goals, which is important, but there are plenty of people who achieve their goals that most of us would find unworthy. So the question what does it take to be a good leader requires you to reflect on the values that you hold dear.” In this episode of Think Fast, Talk Smart, Senior Associate Dean and Professor of Organizational Behavior Brian Lowery sits down with lecturer and host Matt Abrahams to discuss the importance of self inquiry and an examination of one’s own values in order to be effectively communicate and lead. “Society is not designed, really, to evoke deep thought about the fault lines in the broader community,” Lowery says. “That’s not something that is going to be presented to you. It’s something that you have to look for and pay attention to.”  ",
47,Under Pressure: How to Communicate During a Crisis,https://www.gsb.stanford.edu/insights/under-pressure-how-communicate-during-crisis,"In this episode, we discuss how leaders can communicate effectively when their organization, brand, or reputation is under attack. In this episode of Think Fast, Talk Smart, host and Stanford Graduate School of Business lecturer Matt Abrahams interviews David Demarest, lecturer and Stanford University’s former Vice President of Public Affairs, on why knowing your values and the concerns of your stakeholders will lay the foundation for any communication during a time of crisis. “Knowing your values gives you a beacon, or a lamppost, that can inform how you’re going to prioritize your actions,” Demarest says.  ",
48,Words Matter: How to Make Your Communication Inclusive,https://www.gsb.stanford.edu/insights/words-matter-how-make-your-communication-inclusive,"In this episode, we discuss how subtle word choice can invite inclusion, or can reinforce harmful stereotypes. What ways can the language we use reinforce existing stereotypes and biases? In this episode of Think Fast, Talk Smart, Sarah Soule, Senior Associate Dean and Professor of Organizational Behavior sits down with lecturer and host Matt Abrahams to discuss how the details of our word choice can shape culture, for better or worse.  ",
49,Question Your Questions: How to Spark Creativity in Your Communication,https://www.gsb.stanford.edu/insights/question-your-questions-how-spark-creativity-your-communication,"In this episode, we discuss how curiosity and storytelling can lead to more innovative online and in-person communication. “Sparking communication starts with asking why or what or how.” On this episode of Think Fast, Talk Smart, Tina Seelig, the Professor of the Practice at Stanford’s department of management science and engineering and the executive director of the Knight-Hennessy Scholars program, chats with host and lecturer Matt Abrahams about the importance of asking questions about everything we do. “Having a mindset of curiosity opens the door to great communication,” Seelig says. “The more questions you ask, the more you learn, the more engaged you will be with others.”  ",
50,Showing Your Smile From Behind a Mask: How Culture and Emotion Impact Communication,https://www.gsb.stanford.edu/insights/showing-your-smile-behind-mask-how-culture-emotion-impact-communication,"In this episode, we discuss how cultural values play an important role in how you communicate and how you perceive others’ communication. “In companies, you’re interacting with other people who come from different cultural contexts, and in order to be effective, you have to understand how much of your own communication and other people’s communication is shaped by their cultural ideas and their cultural values.” On this episode of Think Fast, Talk Smart, we speak with Jeanne L. Tsai, professor of psychology at Stanford and director of the Culture and Emotion Lab. Tsai’s research focuses on cultural influences on psychological and social processes related to emotion. Tsai discusses why wearing a mask is more accepted for some cultures, and seen as prohibiting communication in others. “Communication is just one of the places where you really can see culture at work,” she says. “In cultural contexts that promote these more independent views of the self, the core goal of communication is to express yourself, to express those beliefs, preferences, and desires that define who you are.”  ",
51,Managing in the Moment: How to Get Comfortable with Being Uncomfortable,https://www.gsb.stanford.edu/insights/managing-moment-how-get-comfortable-being-uncomfortable,"In this episode, we discuss how to embrace failure and incorporate play into work. “The less time you can spend dwelling on your mistakes, the more mental energy you can devote to doing what you need to do in that moment.” On this episode of Think Fast, Talk Smart, S. Christian Wheeler, the StrataComm Professor of Management and Professor of Marketing at Stanford Graduate School Business, sits down with podcast host and lecturer Matt Abrahams to talk about embracing failure and managing in-the-moment. “When we’re confronted with personal failure, it feels bad to us. And we work hard to try to avoid that failure, and that can often be counterproductive,” Wheeler says. “But failing is something that’s on the pathway to success.”  ",
52,"Think Fast: You Asked, We Answered",https://www.gsb.stanford.edu/insights/think-fast-you-asked-we-answered,"In this episode, we address audience questions that range from how to handle interrupters to how to craft an authentic, clear email. A few weeks ago, we asked our listeners to send in their communication conundrums and ended up with an inbox full of thoughtful, specific questions. In this episode of Think Fast, Talk Smart, host and Stanford GSB lecturer Matt Abrahams is joined by Shawon Jackson, MBA ’21 candidate, to share techniques on crafting written responses, dealing with constant interruptions, and confronting the power dynamics present in most communication. Jackson is the founder of Our Voices Matter, a public speaking program for high school students of color and a dual-degree student between Stanford GSB and Harvard Kennedy School.  ",
53,Quick Think: How to Use Body Language When Confronting Objections ,https://www.gsb.stanford.edu/insights/quick-think-how-use-body-language-when-confronting-objections,"In this bonus episode, Stanford GSB lecturers share advice on how to position yourself when met with skepticism from your audience. Knowing what to say to a skeptical audience is paramount, but how can your body language communicate empathy, openness, and power? In this “Quick Think” episode of Think Fast, Talk Smart, we revisit Matt Abrahams’s conversation with Stanford GSB lecturer Burt Alper about how to keep body language in mind when it comes to handling objections.  ",
54,The Art of Negotiation: How to Get More of What You Want,https://www.gsb.stanford.edu/insights/art-negotiation-how-get-more-what-you-want,"In this podcast episode, we discuss the common mistakes people make during high stakes communication and how to effectively approach these conversations. Whether we realize it or not, we negotiate everyday. But when we approach these situations as a win-or-lose battle, we’re already showing resistance, and setting ourselves up for difficulty. But what if you reframed the whole idea, to think of a negotiation not as a fight, but as a problem-solving exercise involving emotions? In this episode of Think Fast, Talk Smart, Matt Abrahams speaks with Stanford GSB Professor Emeritus Maggie Neale about what she has learned in her decades of researching negotiation and the steps that lead to more collaborative problem-solving. Listen as Neale shares tips on how to approach negotiations with intention, and what strategies can help us more easily communicate our wants and needs. She is the coauthor of Getting (More of) What You Want: How the Secrets of Economics and Psychology Can Help You Negotiate Anything, in Business and in Life.  ",
55,Be Better at Work: How to Communicate Better with Coworkers and Employees,https://www.gsb.stanford.edu/insights/be-better-work-how-communicate-better-coworkers-employees,"In this podcast episode, two experts discuss where leaders should and shouldn’t focus their attention when it comes to running group communication. Most of the work we do requires coordinating and collaborating with others. But how can we ensure the benefits of working with others, while avoiding conflict that’s inherent to communicating within groups? In this podcast episode, Matt Abrahams speaks with management expert Robert I. Sutton, who is a professor of organizational behavior (by courtesy) at Stanford GSB, about maximizing productivity while minimizing what he calls “friction.” “So many organizations make the right things too hard to do and the wrong things too easy,” Sutton says. “A big part of a leader’s job is to be clear about where people should focus attention and where they should not focus attention.”  ",
56,Make ’Em Laugh: How Humor Can Be the Secret Weapon in Your Communication,https://www.gsb.stanford.edu/insights/make-em-laugh-how-humor-can-be-secret-weapon-your-communication,"In this podcast episode, we dissect how to use humor to build bonds in business and in life. Humor does more than just make people laugh. It allows you to connect with your audience, diffuse tension, elevate status, foster trust, and compel others to your point of view. Humor can also help you and your message stand out, yet most of us hesitate to use humor, especially in our professional lives. Matt Abrahams speaks with Stanford GSB Professor Jennifer Aaker and Lecturer Naomi Bagdonas about when and how humor operates in the workplace. “Many believe that humor simply has no place amidst serious work,” Aaker says. “Yet showing your sense of humor can make your peers and your friends attribute more perceptions of confidence and status to us while also cultivating a sense of trust.”  ",
57,The Science of Influence: How to Persuade Others and Hold Their Attention,https://www.gsb.stanford.edu/insights/science-influence-how-persuade-others-hold-their-attention,"In this podcast episode, we discuss communication techniques that can help open people up to your ideas. We’re constantly bombarded with competing bids for our attention, so as communicators, it’s important to be familiar with the research behind what engages people to ensure our messages get heard. In this episode of Think Fast, Talk Smart, Matt Abrahams speaks with Stanford GSB Professor Zakary Tormala about the subtle ways you can structure your speech to get people to pay attention. “It’s not really about tricking people into doing what you want,” Professor Tormala says. “It’s more about understanding the factors that actually engage people or open them up to your idea and maybe get them to see something a little bit differently.”  ",
58,High-Stakes Communication: How to Manage Anxiety Speaking in Front of Others,https://www.gsb.stanford.edu/insights/high-stakes-communication-how-manage-anxiety-speaking-front-others,"In this podcast episode, Matt Abrahams shares research-supported techniques for gaining confidence in high-stakes communication situations. Most people feel nervous in high stakes speaking situations such as speaking in front of a class, pitching a big idea, or giving a toast, yet research-backed techniques can help manage both the symptoms and sources of our speaking jitters. Matt Abrahams sits in the interviewee chair and talks with the podcast’s producer, Jenny Luna, to share his backstory with public speaking anxiety and how by recognizing the causes of our nervousness, and applying mitigating techniques, one can gain confidence in their communication.  ",
59,Quick Thinks: How Being Present Improves Communication,https://www.gsb.stanford.edu/insights/quick-thinks-how-being-present-improves-communication,"In this “Quick Thinks” podcast episode, Stanford improv experts share advice on getting out of our heads and into the moment at hand. Although it may feel uncomfortable, letting go of our prepared notes and staying in the moment can help us communicate more effectively. Host Matt Abrahams speaks with Stanford University lecturers and improv theater experts Dan Klein and Adam Tobin on how being present in the moment allows communicators to more authentically connect with their audience.  ",
60,Don’t Get Lost in Translation: How Non-Native Speakers Can Communicate with Confidence,https://www.gsb.stanford.edu/insights/dont-get-lost-translation-how-non-native-speakers-can-communicate-confidence,"On this podcast episode, host Matt Abrahams speaks with Kenneth Romeo on specific tactics that non-native English speakers can use to handle in-the-moment challenges. Having to communicate in a language other than our native tongue can be quite a challenge, especially without a script or prepared speech. In this podcast episode, host Matt Abrahams speaks with Kenneth Romero, associate director of the Stanford Language Center, about specific tactics that non-native speakers can use to handle in-the-moment challenges. Romero also discusses why letting go of perfection is a key step toward speaking with confidence.  ",
61,Quick Thinks: Tips for Speaking up in Virtual Meetings,https://www.gsb.stanford.edu/insights/quick-thinks-tips-speaking-virtual-meetings,"In this bonus episode of Think Fast, Talk Smart, host Matt Abrahams shares a framework for structuring your comments during a meeting or presentation. We’ve all been in the situation where you have something important to contribute to a meeting and you don’t know how to insert your thoughts. On this “Quick Thinks” episode of Think Fast, Talk Smart, podcast host Matt Abrahams offers the three ways to insert your ideas, either by paraphrasing, asking a question, or stating an emotion. He also outlines the “What, So What, Now What” framework and explains how to use this structure to communicate your ideas more effectively.  ",
62,Quick Thinks: Communicating and Leading Virtually,https://www.gsb.stanford.edu/insights/quick-thinks-communicating-leading-virtually,"In this bonus episode of Think Fast, Talk Smart, host Matt Abrahams shares quick tips on communicating via screen. Leading successful meetings remotely and being a strong speaker on-screen require specific skills. Communicating effectively has to do with your presence, ability to leverage tools, and your audience engagement. In this “Quick Thinks” podcast episode, host Matt Abrahams shares best practices for becoming a more effective and engaging online communicator.  ",
63,From Monologue to Dialogue: How to Handle a Skeptical Audience,https://www.gsb.stanford.edu/insights/monologue-dialogue-how-handle-skeptical-audience,"Use these techniques when handling challenges and objections. Preparing to speak in front of a skeptical audience is more than thinking about objections beforehand — there are specific techniques you can use to respond to these situations without sounding defensive, evasive, or dismissive. In this podcast, host Matt Abrahams and Stanford GSB Lecturer Burton Alper share how to prepare for these challenges from your audience and discuss the importance of tactics like acknowledging audience input, reframing responses, and remaining cool, collected, and credible.  ",
64,The Journey to Mastery: How Self Reflection Can Improve Communication,https://www.gsb.stanford.edu/insights/journey-mastery-how-self-reflection-can-improve-communication,"Implement these best practices before and after both high-stakes and everyday communication to improve your effectiveness. What does it mean to truly master communication? How can we speak and write for the most impact? In this podcast episode of Think Fast, Talk Smart, Stanford Graduate School of Business lecturers JD Schramm and Matt Abrahams discuss how to use self-reflection for self-improvement. They also offer methods for preparing for a high stakes situation such as a pitch meeting or an everyday interaction like sending an email.  ",
65,Communicating Our Multiple Selves: How to Manage Your Reputation,https://www.gsb.stanford.edu/insights/communicating-multiple-selves-how-manage-your-reputation,"Learn how to shape the way others see you through your verbal and nonverbal communication in this episode of Think Fast, Talk Smart. How others perceive us in person and via social media can impact our careers and social standing. But we can build the reputation we want through conscious communication. On this podcast episode, strategic communication lecturers Matt Abrahams and Allison D. Kluger share techniques on effectively improving and managing your reputation.  ",
